source,target,Fisher_Z,avg_r
Cingulum_Mid_R,Occipital_Mid_L,0.3472,0.3339
Paracentral_Lobule_L,Putamen_R,0.3471,0.3338
SupraMarginal_R,Cerebelum_4_5_L,0.347,0.3337
Precentral_R,Lingual_R,0.3469,0.3336
Supp_Motor_Area_L,Vermis_4_5,0.3468,0.3336
Precentral_L,Lingual_R,0.3466,0.3334
Olfactory_L,Olfactory_R,0.3452,0.3321
Frontal_Med_Orb_R,Insula_R,0.3451,0.332
Lingual_R,Caudate_L,0.3448,0.3317
Frontal_Med_Orb_R,Cingulum_Ant_L,0.3448,0.3318
Precentral_L,Hippocampus_L,0.3441,0.3311
Angular_R,Heschl_R,0.3441,0.3311
Hippocampus_R,Occipital_Sup_L,0.3441,0.3311
Frontal_Inf_Tri_L,Cuneus_L,0.344,0.331
Frontal_Mid_R,Cuneus_R,0.344,0.3311
Frontal_Inf_Tri_R,SupraMarginal_L,0.3438,0.3309
Frontal_Sup_L,Temporal_Sup_L,0.3437,0.3308
Supp_Motor_Area_L,Lingual_R,0.3435,0.3306
Hippocampus_R,Postcentral_R,0.3435,0.3306
Cuneus_L,Temporal_Mid_R,0.3431,0.3302
Rolandic_Oper_L,Cerebelum_4_5_R,0.3428,0.33
Angular_L,Cerebelum_4_5_L,0.3428,0.33
Frontal_Inf_Tri_L,SupraMarginal_R,0.3426,0.3298
Frontal_Mid_R,Occipital_Mid_L,0.3424,0.3296
Cuneus_L,Heschl_R,0.3421,0.3294
Cuneus_R,Lingual_R,0.342,0.3292
Rolandic_Oper_L,Hippocampus_L,0.3418,0.3291
Calcarine_L,Caudate_R,0.3418,0.3291
Frontal_Inf_Oper_L,Temporal_Sup_L,0.3413,0.3286
Occipital_Mid_L,SupraMarginal_R,0.3413,0.3286
Fusiform_L,Temporal_Mid_L,0.3411,0.3284
Lingual_L,Temporal_Sup_R,0.3411,0.3284
Calcarine_R,Parietal_Sup_R,0.3409,0.3283
Hippocampus_R,Paracentral_Lobule_L,0.3408,0.3282
Rolandic_Oper_L,Parietal_Sup_L,0.3408,0.3282
Postcentral_R,Heschl_L,0.3407,0.3281
Frontal_Sup_R,Cerebelum_4_5_L,0.3407,0.3281
ParaHippocampal_R,Lingual_L,0.3405,0.3279
Frontal_Sup_Orb_L,Insula_R,0.3404,0.3279
Cuneus_L,Thalamus_L,0.3403,0.3278
Supp_Motor_Area_L,Heschl_L,0.3402,0.3276
Cingulum_Ant_R,Occipital_Mid_L,0.3401,0.3276
Frontal_Inf_Tri_R,Occipital_Sup_L,0.34,0.3275
Hippocampus_L,Fusiform_L,0.3399,0.3274
Frontal_Inf_Tri_L,Thalamus_L,0.3398,0.3273
Insula_R,Parietal_Sup_L,0.3395,0.327
Postcentral_R,Heschl_R,0.3394,0.3269
Hippocampus_L,Putamen_L,0.3393,0.3269
Lingual_R,Cerebelum_3_L,0.3392,0.3268
Cuneus_R,Paracentral_Lobule_L,0.3391,0.3267
ParaHippocampal_L,Cerebelum_3_L,0.3385,0.3261
Parietal_Sup_R,Caudate_L,0.3385,0.3261
Insula_R,Parietal_Sup_R,0.3383,0.3259
Calcarine_L,Thalamus_L,0.3382,0.3258
Cerebelum_3_L,Cerebelum_4_5_R,0.3382,0.3259
Cingulum_Ant_R,Cerebelum_4_5_L,0.3381,0.3258
Hippocampus_L,Occipital_Sup_L,0.338,0.3257
Occipital_Sup_L,Paracentral_Lobule_L,0.3378,0.3255
Paracentral_Lobule_R,Temporal_Sup_R,0.3378,0.3255
Precentral_L,Lingual_L,0.3376,0.3253
Supp_Motor_Area_R,Hippocampus_R,0.3376,0.3253
Frontal_Sup_L,Vermis_4_5,0.3376,0.3254
Frontal_Sup_L,Lingual_R,0.3374,0.3251
Parietal_Inf_L,Temporal_Sup_R,0.3372,0.3249
Lingual_R,Cerebelum_3_R,0.3372,0.325
Putamen_R,Cerebelum_4_5_L,0.3372,0.325
Lingual_L,Thalamus_R,0.3371,0.3249
Cingulum_Ant_L,Occipital_Mid_L,0.3368,0.3247
Cuneus_R,SupraMarginal_L,0.3366,0.3244
Temporal_Sup_R,Temporal_Mid_L,0.3365,0.3243
Parietal_Sup_R,Temporal_Sup_R,0.3365,0.3244
Pallidum_L,Heschl_L,0.3365,0.3244
Frontal_Mid_L,Cuneus_R,0.3365,0.3243
Frontal_Sup_Medial_R,Cerebelum_4_5_L,0.3365,0.3244
Rolandic_Oper_R,Temporal_Pole_Sup_L,0.3365,0.3244
Precentral_L,Occipital_Mid_L,0.3364,0.3243
Lingual_L,Occipital_Sup_R,0.3363,0.3242
Supp_Motor_Area_L,Hippocampus_R,0.3356,0.3235
Cingulum_Post_L,Heschl_R,0.3356,0.3236
Insula_L,Hippocampus_L,0.3354,0.3234
Supp_Motor_Area_R,Lingual_R,0.3352,0.3232
Occipital_Sup_L,Caudate_L,0.3351,0.3231
Rolandic_Oper_L,Hippocampus_R,0.3351,0.3231
Frontal_Inf_Oper_L,Vermis_4_5,0.335,0.323
Rolandic_Oper_R,Thalamus_R,0.3347,0.3228
Cerebelum_3_R,Cerebelum_4_5_L,0.3338,0.3219
Insula_L,Vermis_3,0.3336,0.3218
Paracentral_Lobule_L,Heschl_L,0.3335,0.3217
Parietal_Inf_L,Heschl_R,0.3333,0.3215
Postcentral_L,Heschl_R,0.3332,0.3214
Caudate_L,Vermis_4_5,0.3331,0.3213
Supp_Motor_Area_R,Heschl_L,0.3331,0.3213
Putamen_R,Temporal_Sup_R,0.3328,0.3211
Cingulum_Ant_L,Cerebelum_4_5_L,0.3327,0.321
Precuneus_L,Heschl_R,0.3324,0.3207
Rolandic_Oper_R,Occipital_Sup_L,0.3323,0.3206
Frontal_Inf_Oper_R,Frontal_Inf_Orb_R,0.3322,0.3205
Frontal_Inf_Oper_L,Occipital_Sup_R,0.3321,0.3204
Frontal_Sup_Medial_R,Thalamus_L,0.332,0.3203
Frontal_Sup_Orb_L,Insula_L,0.3317,0.3201
Vermis_1_2,Vermis_3,0.3316,0.32
Cingulum_Ant_L,Pallidum_L,0.3316,0.32
Insula_R,Temporal_Pole_Sup_R,0.3316,0.3199
Fusiform_L,Temporal_Sup_L,0.3316,0.3199
Angular_R,Putamen_L,0.3315,0.3199
ParaHippocampal_L,SupraMarginal_L,0.3314,0.3197
ParaHippocampal_L,Angular_L,0.3312,0.3196
Occipital_Sup_R,Vermis_4_5,0.3312,0.3196
Lingual_L,Cerebelum_3_L,0.3311,0.3195
Frontal_Sup_L,Temporal_Sup_R,0.3311,0.3195
ParaHippocampal_L,Thalamus_R,0.331,0.3195
Paracentral_Lobule_R,Putamen_R,0.3308,0.3192
Cingulum_Mid_L,Temporal_Mid_L,0.3306,0.319
Frontal_Inf_Tri_R,Angular_L,0.3305,0.319
Cingulum_Ant_L,Angular_L,0.3304,0.3189
Paracentral_Lobule_L,Temporal_Sup_R,0.3303,0.3188
Cuneus_R,Paracentral_Lobule_R,0.3303,0.3188
Thalamus_R,Vermis_3,0.3303,0.3188
Frontal_Sup_R,Temporal_Sup_L,0.3302,0.3187
Cingulum_Ant_L,Parietal_Sup_L,0.3302,0.3187
Heschl_L,Temporal_Mid_L,0.3296,0.3182
Parietal_Inf_R,Heschl_R,0.3295,0.318
Frontal_Sup_Orb_L,Cingulum_Ant_L,0.3293,0.3179
Cingulum_Ant_L,Cuneus_R,0.3293,0.3179
Paracentral_Lobule_R,Putamen_L,0.3292,0.3178
Insula_R,Hippocampus_R,0.3292,0.3178
Lingual_L,Parietal_Inf_R,0.3291,0.3177
Frontal_Inf_Orb_L,Rolandic_Oper_R,0.3289,0.3175
Frontal_Sup_L,Rolandic_Oper_R,0.3287,0.3174
Cingulum_Mid_L,Heschl_L,0.3287,0.3174
Insula_L,Temporal_Mid_L,0.3283,0.317
Frontal_Sup_Medial_R,Temporal_Sup_R,0.3283,0.317
ParaHippocampal_R,Vermis_3,0.3282,0.3169
Cingulum_Ant_L,Occipital_Sup_L,0.3281,0.3168
Fusiform_L,Vermis_4_5,0.328,0.3167
Lingual_L,Paracentral_Lobule_L,0.3279,0.3167
Frontal_Sup_L,Occipital_Mid_L,0.3277,0.3164
Hippocampus_R,Fusiform_R,0.3277,0.3164
Frontal_Mid_Orb_R,Frontal_Inf_Orb_R,0.3277,0.3164
SupraMarginal_L,Vermis_4_5,0.3275,0.3163
Frontal_Inf_Oper_R,Lingual_L,0.3274,0.3162
ParaHippocampal_L,Parietal_Inf_L,0.3273,0.3161
Lingual_R,Occipital_Sup_R,0.3273,0.3161
Cingulum_Post_R,ParaHippocampal_L,0.327,0.3158
Frontal_Sup_L,Occipital_Sup_R,0.327,0.3158
Lingual_L,Caudate_L,0.3267,0.3156
Hippocampus_L,Parietal_Inf_R,0.3265,0.3154
Precuneus_R,Cerebelum_4_5_L,0.3263,0.3152
Cingulum_Mid_R,Heschl_R,0.3262,0.3151
Cuneus_R,Thalamus_L,0.3262,0.3151
Hippocampus_L,Caudate_R,0.3262,0.3151
Calcarine_L,Cerebelum_4_5_R,0.3256,0.3145
Putamen_R,Heschl_R,0.3253,0.3143
Angular_R,Cerebelum_4_5_L,0.3252,0.3142
Frontal_Inf_Tri_R,Occipital_Mid_L,0.3251,0.3141
Hippocampus_R,Heschl_L,0.3251,0.3141
Cingulum_Mid_L,Heschl_R,0.325,0.314
Parietal_Sup_L,Caudate_R,0.3247,0.3137
Cingulum_Ant_R,Temporal_Sup_L,0.3243,0.3134
Precentral_R,Vermis_4_5,0.3243,0.3134
Frontal_Inf_Oper_R,Vermis_4_5,0.3242,0.3133
Cingulum_Ant_R,Angular_R,0.3239,0.313
Precentral_R,Hippocampus_R,0.3238,0.3129
Insula_L,Heschl_R,0.3237,0.3129
Occipital_Mid_L,Parietal_Inf_R,0.3236,0.3127
Cingulum_Ant_L,Thalamus_L,0.3233,0.3125
Supp_Motor_Area_R,Vermis_4_5,0.3233,0.3125
SupraMarginal_R,Temporal_Mid_R,0.323,0.3122
Cingulum_Mid_R,Heschl_L,0.323,0.3122
Cuneus_L,Putamen_R,0.323,0.3122
Frontal_Mid_R,Rolandic_Oper_R,0.3226,0.3118
Parietal_Inf_L,Vermis_4_5,0.3226,0.3118
Occipital_Sup_L,Paracentral_Lobule_R,0.3223,0.3116
Precuneus_L,Heschl_L,0.3223,0.3116
Frontal_Sup_Medial_L,Temporal_Sup_L,0.3221,0.3114
Cingulum_Mid_R,Temporal_Mid_L,0.3219,0.3112
Hippocampus_R,Paracentral_Lobule_R,0.3218,0.3111
Paracentral_Lobule_L,Temporal_Sup_L,0.3218,0.3111
Pallidum_R,Thalamus_R,0.3217,0.311
Lingual_R,Heschl_L,0.3216,0.311
Angular_L,Heschl_L,0.3216,0.311
Lingual_L,Paracentral_Lobule_R,0.3213,0.3107
Frontal_Mid_Orb_L,Frontal_Med_Orb_L,0.3213,0.3107
Fusiform_L,Cerebelum_3_L,0.3213,0.3107
Occipital_Sup_L,Temporal_Sup_L,0.3212,0.3106
Parietal_Inf_R,Putamen_R,0.3211,0.3105
Frontal_Inf_Orb_R,Rolandic_Oper_L,0.3211,0.3105
Pallidum_L,Vermis_4_5,0.3211,0.3105
Frontal_Mid_L,Occipital_Sup_L,0.321,0.3104
Lingual_R,Parietal_Sup_L,0.321,0.3104
Supp_Motor_Area_L,Occipital_Mid_L,0.3209,0.3103
Rolandic_Oper_R,Frontal_Med_Orb_R,0.3208,0.3102
Angular_R,Thalamus_L,0.3207,0.3102
Cingulum_Ant_R,Occipital_Sup_L,0.3207,0.3101
Postcentral_L,Temporal_Mid_L,0.3207,0.3101
Cingulum_Ant_R,SupraMarginal_L,0.3206,0.31
ParaHippocampal_L,Precuneus_R,0.3206,0.31
Frontal_Inf_Tri_L,Calcarine_L,0.3204,0.3099
Cingulum_Post_L,ParaHippocampal_L,0.3203,0.3097
Frontal_Inf_Orb_R,Cingulum_Ant_R,0.3202,0.3096
Cerebelum_3_L,Cerebelum_3_R,0.3201,0.3096
Parietal_Sup_L,Putamen_L,0.3201,0.3096
Supp_Motor_Area_R,Occipital_Sup_R,0.32,0.3095
Hippocampus_L,Paracentral_Lobule_L,0.3198,0.3093
Frontal_Inf_Tri_R,Temporal_Sup_R,0.3198,0.3093
Calcarine_L,Occipital_Mid_R,0.3196,0.3091
Fusiform_R,Cerebelum_3_R,0.3195,0.3091
Temporal_Sup_L,Cerebelum_4_5_R,0.3194,0.3089
Insula_L,Hippocampus_R,0.3194,0.309
Calcarine_L,Parietal_Sup_R,0.3193,0.3088
Calcarine_R,Heschl_L,0.319,0.3086
Frontal_Inf_Oper_R,Temporal_Sup_R,0.3188,0.3084
Lingual_R,Parietal_Inf_R,0.3184,0.3081
Rolandic_Oper_R,Fusiform_R,0.3184,0.3081
Hippocampus_L,ParaHippocampal_R,0.318,0.3077
Lingual_L,Heschl_L,0.3178,0.3075
Supp_Motor_Area_R,Heschl_R,0.3177,0.3074
Parietal_Inf_R,Vermis_4_5,0.3177,0.3075
Occipital_Sup_L,Heschl_R,0.3177,0.3075
Occipital_Sup_R,Temporal_Mid_R,0.3176,0.3073
Frontal_Med_Orb_L,Insula_R,0.3175,0.3073
Insula_R,Hippocampus_L,0.3171,0.3069
Cingulum_Ant_R,Angular_L,0.3171,0.3069
Frontal_Inf_Tri_L,Occipital_Mid_L,0.317,0.3068
Cingulum_Ant_R,Cuneus_R,0.3169,0.3067
Frontal_Inf_Orb_L,Pallidum_L,0.3167,0.3065
Lingual_R,Paracentral_Lobule_L,0.3163,0.3061
Angular_L,Putamen_R,0.3162,0.306
Frontal_Inf_Tri_R,Occipital_Sup_R,0.316,0.3059
Frontal_Inf_Orb_L,Temporal_Sup_L,0.3159,0.3058
Frontal_Sup_Medial_L,Temporal_Sup_R,0.3158,0.3057
Lingual_R,Temporal_Sup_R,0.3156,0.3055
ParaHippocampal_L,Temporal_Mid_L,0.3152,0.3052
Precuneus_L,Temporal_Mid_L,0.315,0.305
Lingual_R,Temporal_Mid_L,0.3149,0.3049
Temporal_Sup_R,Cerebelum_4_5_L,0.3148,0.3048
Occipital_Mid_L,Occipital_Mid_R,0.3147,0.3047
Frontal_Sup_Medial_L,Cerebelum_4_5_L,0.3145,0.3045
Frontal_Mid_R,Lingual_L,0.3145,0.3045
Hippocampus_L,Paracentral_Lobule_R,0.3145,0.3045
Hippocampus_R,Parietal_Sup_R,0.3144,0.3044
ParaHippocampal_L,Calcarine_R,0.3143,0.3044
Putamen_L,Cerebelum_4_5_R,0.3141,0.3042
Lingual_L,Parietal_Sup_L,0.3141,0.3041
Cingulum_Ant_L,Occipital_Sup_R,0.3138,0.3039
Calcarine_L,Thalamus_R,0.3136,0.3037
Putamen_R,Cerebelum_4_5_R,0.3135,0.3036
Frontal_Inf_Tri_L,Temporal_Sup_L,0.3134,0.3036
Frontal_Med_Orb_R,Insula_L,0.3133,0.3034
Temporal_Sup_R,Cerebelum_4_5_R,0.3132,0.3034
Supp_Motor_Area_L,Heschl_R,0.3132,0.3034
Cingulum_Ant_R,Thalamus_R,0.313,0.3032
ParaHippocampal_L,Fusiform_R,0.313,0.3032
Paracentral_Lobule_L,Vermis_4_5,0.313,0.3032
Cuneus_L,Caudate_R,0.3129,0.3031
SupraMarginal_R,Heschl_L,0.3129,0.3031
Supp_Motor_Area_R,Temporal_Mid_L,0.3127,0.3029
Hippocampus_R,Putamen_L,0.3126,0.3028
Supp_Motor_Area_L,Temporal_Mid_L,0.3126,0.3028
Precentral_R,Temporal_Sup_L,0.3124,0.3026
Frontal_Inf_Orb_R,Cingulum_Ant_L,0.312,0.3022
Frontal_Sup_Medial_R,Temporal_Sup_L,0.3119,0.3022
Frontal_Sup_R,Temporal_Mid_L,0.3117,0.302
Occipital_Sup_L,Thalamus_L,0.3117,0.302
Fusiform_R,Vermis_3,0.3116,0.3019
Temporal_Mid_L,Cerebelum_4_5_L,0.3114,0.3017
Caudate_L,Heschl_R,0.3113,0.3016
Cerebelum_3_R,Vermis_1_2,0.3113,0.3016
Insula_R,Fusiform_R,0.3109,0.3013
Angular_R,Caudate_R,0.3102,0.3006
Cuneus_R,Caudate_L,0.31,0.3004
Cuneus_R,Putamen_R,0.31,0.3005
Temporal_Pole_Sup_L,Temporal_Pole_Sup_R,0.3096,0.3001
Occipital_Sup_R,Putamen_L,0.3095,0.3
Occipital_Sup_R,Cerebelum_4_5_L,0.3095,0.3
Cerebelum_3_R,Vermis_4_5,0.3093,0.2998
Frontal_Sup_L,Temporal_Mid_L,0.3093,0.2998
Cingulum_Post_R,Vermis_3,0.3092,0.2997
Cuneus_L,Thalamus_R,0.3091,0.2996
Supp_Motor_Area_R,Occipital_Mid_L,0.3091,0.2996
Caudate_R,Pallidum_L,0.309,0.2995
Cingulum_Ant_R,Pallidum_L,0.3086,0.2991
Precentral_L,Vermis_4_5,0.3085,0.299
Occipital_Sup_L,Temporal_Mid_R,0.3077,0.2983
Frontal_Mid_L,Lingual_L,0.3076,0.2982
ParaHippocampal_L,Vermis_4_5,0.3076,0.2983
Caudate_L,Heschl_L,0.3071,0.2978
Frontal_Sup_Medial_L,Temporal_Mid_R,0.3069,0.2976
Occipital_Mid_L,Parietal_Sup_R,0.3067,0.2974
Frontal_Inf_Oper_L,Hippocampus_L,0.3067,0.2974
Supp_Motor_Area_L,Occipital_Sup_R,0.3067,0.2974
Thalamus_L,Vermis_3,0.3066,0.2973
Temporal_Pole_Sup_L,Vermis_4_5,0.3066,0.2973
Frontal_Med_Orb_R,Cingulum_Ant_R,0.3065,0.2972
Cingulum_Mid_R,Cerebelum_4_5_L,0.3064,0.2971
Thalamus_R,Heschl_L,0.3063,0.297
ParaHippocampal_L,Precuneus_L,0.3061,0.2969
Cingulum_Post_L,Heschl_L,0.3059,0.2967
Cingulum_Mid_R,ParaHippocampal_L,0.3058,0.2966
Insula_R,Temporal_Mid_L,0.3058,0.2966
Angular_R,Putamen_R,0.3057,0.2965
Fusiform_R,Temporal_Sup_L,0.3056,0.2964
ParaHippocampal_L,Temporal_Sup_L,0.3055,0.2963
Precuneus_L,Cerebelum_4_5_L,0.3055,0.2964
Fusiform_R,Cerebelum_3_L,0.3053,0.2961
Frontal_Inf_Orb_L,Putamen_R,0.3052,0.2961
Insula_L,Fusiform_R,0.3052,0.2961
Caudate_R,Temporal_Sup_R,0.3043,0.2952
Cingulum_Ant_R,Parietal_Inf_L,0.3041,0.295
Frontal_Mid_L,Occipital_Mid_L,0.3038,0.2948
ParaHippocampal_L,Postcentral_L,0.3032,0.2943
Precentral_L,Temporal_Sup_L,0.3031,0.2941
Rolandic_Oper_R,Angular_L,0.303,0.2941
Hippocampus_L,Occipital_Mid_L,0.3028,0.2938
Rolandic_Oper_L,Fusiform_R,0.3025,0.2936
Hippocampus_L,Parietal_Sup_R,0.3023,0.2934
ParaHippocampal_L,Cerebelum_4_5_R,0.3022,0.2934
Heschl_L,Cerebelum_4_5_R,0.302,0.2932
Frontal_Mid_R,Occipital_Sup_R,0.3018,0.293
Cingulum_Ant_L,Temporal_Pole_Sup_L,0.3018,0.2929
SupraMarginal_L,Heschl_R,0.3017,0.2929
Frontal_Inf_Oper_L,Temporal_Mid_L,0.3014,0.2926
Frontal_Inf_Oper_L,Cerebelum_4_5_L,0.3012,0.2924
Postcentral_L,Cerebelum_4_5_L,0.301,0.2922
Frontal_Inf_Tri_R,Thalamus_L,0.3009,0.2921
Frontal_Inf_Tri_L,Parietal_Sup_R,0.3009,0.2922
Frontal_Inf_Tri_L,Thalamus_R,0.3008,0.292
SupraMarginal_L,Cerebelum_4_5_L,0.3007,0.292
Parietal_Sup_L,Temporal_Sup_R,0.3006,0.2919
Temporal_Mid_L,Vermis_4_5,0.3005,0.2918
Frontal_Sup_R,Heschl_R,0.3005,0.2918
Thalamus_R,Temporal_Mid_L,0.3004,0.2917
ParaHippocampal_L,Vermis_3,0.3004,0.2917
Frontal_Sup_Medial_L,Hippocampus_R,0.3,0.2914
Frontal_Sup_Medial_R,Temporal_Mid_L,0.2999,0.2913
Frontal_Inf_Tri_L,Cuneus_R,0.2995,0.2909
Frontal_Inf_Tri_L,Frontal_Inf_Orb_R,0.2993,0.2907
ParaHippocampal_L,Cuneus_L,0.2992,0.2906
Hippocampus_R,Vermis_3,0.2988,0.2902
Lingual_R,Paracentral_Lobule_R,0.2984,0.2898
Frontal_Inf_Tri_L,Angular_R,0.2984,0.2898
Precentral_L,Hippocampus_R,0.2982,0.2897
Frontal_Sup_R,Hippocampus_R,0.2981,0.2896
Frontal_Sup_Medial_L,Temporal_Mid_L,0.2978,0.2893
Precentral_R,Heschl_R,0.2977,0.2892
Frontal_Inf_Tri_L,Lingual_L,0.2975,0.289
Supp_Motor_Area_R,ParaHippocampal_L,0.2974,0.2889
Frontal_Sup_L,Cerebelum_4_5_L,0.2974,0.2889
Cingulum_Post_R,Heschl_L,0.2973,0.2888
Cingulum_Ant_R,Parietal_Inf_R,0.2971,0.2886
Pallidum_L,Pallidum_R,0.2969,0.2884
Cingulum_Ant_R,Temporal_Pole_Sup_L,0.2968,0.2884
Occipital_Mid_L,Temporal_Sup_R,0.2966,0.2882
Frontal_Mid_R,Temporal_Sup_R,0.2966,0.2882
Frontal_Sup_L,Hippocampus_R,0.2965,0.2881
Lingual_L,Temporal_Pole_Sup_L,0.2963,0.288
Angular_L,Temporal_Sup_R,0.2959,0.2876
Lingual_R,Pallidum_L,0.2957,0.2873
Frontal_Inf_Orb_R,Frontal_Sup_Medial_R,0.2954,0.2871
Parietal_Inf_L,Cerebelum_4_5_L,0.2952,0.2869
Parietal_Inf_R,Temporal_Sup_L,0.2951,0.2868
Cingulum_Post_R,Heschl_R,0.2949,0.2866
Parietal_Sup_L,Heschl_L,0.2949,0.2867
Paracentral_Lobule_R,Vermis_4_5,0.2948,0.2865
Precentral_L,Temporal_Sup_R,0.2948,0.2865
Pallidum_R,Thalamus_L,0.2948,0.2865
Cingulum_Mid_L,Cerebelum_4_5_L,0.2948,0.2865
Rolandic_Oper_R,Temporal_Mid_L,0.2948,0.2866
Cingulum_Ant_L,Temporal_Sup_R,0.2947,0.2865
Insula_L,Parietal_Sup_R,0.2943,0.286
ParaHippocampal_L,Parietal_Sup_L,0.294,0.2858
Putamen_L,Temporal_Sup_R,0.294,0.2858
Occipital_Sup_R,Paracentral_Lobule_L,0.294,0.2859
Lingual_L,Heschl_R,0.2938,0.2856
Frontal_Sup_L,Hippocampus_L,0.2938,0.2856
Heschl_R,Vermis_4_5,0.2938,0.2857
Putamen_L,Vermis_3,0.2933,0.2851
Parietal_Sup_L,Vermis_4_5,0.2933,0.2852
Cuneus_R,Thalamus_R,0.2932,0.285
Frontal_Sup_Orb_L,Putamen_R,0.2932,0.285
Putamen_L,Heschl_R,0.2931,0.285
Frontal_Inf_Tri_L,Lingual_R,0.293,0.2849
Occipital_Mid_L,Caudate_L,0.2929,0.2848
Hippocampus_R,Temporal_Mid_R,0.2929,0.2848
Paracentral_Lobule_R,Heschl_L,0.2926,0.2845
Cingulum_Ant_R,Occipital_Sup_R,0.2926,0.2846
Angular_R,Temporal_Sup_L,0.2923,0.2842
Heschl_L,Cerebelum_4_5_L,0.2918,0.2838
Occipital_Mid_L,Paracentral_Lobule_L,0.2917,0.2837
Rolandic_Oper_R,Occipital_Mid_R,0.2917,0.2837
ParaHippocampal_R,Calcarine_R,0.2916,0.2836
Occipital_Mid_L,Fusiform_L,0.2916,0.2836
Paracentral_Lobule_L,Temporal_Mid_L,0.2914,0.2834
Cingulum_Ant_R,Vermis_3,0.2908,0.2829
Postcentral_R,Cerebelum_4_5_L,0.2907,0.2828
Frontal_Sup_Medial_R,Pallidum_L,0.2907,0.2827
Cingulum_Ant_L,Vermis_3,0.2905,0.2826
Hippocampus_L,Cerebelum_4_5_R,0.2905,0.2826
Hippocampus_R,Occipital_Sup_R,0.2902,0.2823
Occipital_Sup_L,Putamen_R,0.2902,0.2823
Frontal_Inf_Orb_R,Temporal_Pole_Sup_L,0.2899,0.2821
Occipital_Sup_R,Paracentral_Lobule_R,0.2899,0.2821
Cingulum_Ant_R,Parietal_Sup_L,0.2898,0.2819
Cuneus_R,Heschl_R,0.2892,0.2814
Frontal_Inf_Orb_R,Caudate_R,0.2892,0.2814
Parietal_Sup_L,Putamen_R,0.2891,0.2813
Postcentral_R,Temporal_Mid_L,0.2891,0.2813
Frontal_Inf_Tri_R,Lingual_R,0.289,0.2812
Calcarine_R,Occipital_Mid_R,0.289,0.2812
Hippocampus_R,Putamen_R,0.2889,0.2811
Heschl_L,Vermis_4_5,0.2887,0.281
Frontal_Sup_R,Hippocampus_L,0.288,0.2803
Frontal_Mid_Orb_L,Frontal_Med_Orb_R,0.2876,0.2799
Frontal_Sup_Orb_L,Putamen_L,0.2876,0.2799
Hippocampus_R,Temporal_Mid_L,0.2875,0.2798
Cuneus_L,Fusiform_R,0.2873,0.2797
Frontal_Inf_Tri_L,Rolandic_Oper_R,0.2871,0.2795
Fusiform_L,Vermis_3,0.2871,0.2794
Cuneus_L,Cerebelum_4_5_R,0.2869,0.2793
Frontal_Mid_L,Hippocampus_L,0.2867,0.2791
Cuneus_L,Fusiform_L,0.2866,0.279
Frontal_Inf_Oper_R,Hippocampus_R,0.2862,0.2787
Parietal_Sup_L,Temporal_Sup_L,0.2861,0.2786
Hippocampus_R,Caudate_R,0.2859,0.2784
Frontal_Mid_Orb_R,Frontal_Inf_Orb_L,0.2857,0.2782
Frontal_Mid_L,Rolandic_Oper_R,0.2857,0.2782
ParaHippocampal_L,Calcarine_L,0.2856,0.2781
Frontal_Mid_L,Lingual_R,0.2854,0.2779
Fusiform_R,SupraMarginal_R,0.2853,0.2778
Cingulum_Mid_L,ParaHippocampal_L,0.2853,0.2778
Lingual_L,Temporal_Mid_R,0.2852,0.2777
Calcarine_L,Fusiform_R,0.2852,0.2777
Hippocampus_L,Angular_R,0.2852,0.2778
ParaHippocampal_L,Cuneus_R,0.2851,0.2776
Heschl_R,Cerebelum_4_5_L,0.285,0.2775
Frontal_Inf_Oper_R,Temporal_Sup_L,0.2849,0.2775
Lingual_R,Temporal_Pole_Sup_L,0.2848,0.2773
SupraMarginal_L,Temporal_Sup_R,0.2842,0.2768
ParaHippocampal_R,Thalamus_L,0.2842,0.2768
Insula_L,Temporal_Pole_Sup_R,0.2839,0.2765
ParaHippocampal_R,Cuneus_L,0.2839,0.2765
ParaHippocampal_L,Temporal_Sup_R,0.2838,0.2764
Occipital_Sup_L,Fusiform_R,0.2837,0.2763
Lingual_R,Temporal_Mid_R,0.2836,0.2762
Occipital_Mid_L,Temporal_Mid_R,0.2834,0.2761
Frontal_Mid_R,Hippocampus_L,0.2831,0.2758
Occipital_Mid_L,Caudate_R,0.283,0.2757
Frontal_Inf_Oper_L,Frontal_Inf_Orb_L,0.283,0.2757
Occipital_Sup_L,Caudate_R,0.283,0.2757
Frontal_Inf_Orb_R,Temporal_Pole_Sup_R,0.2827,0.2754
Frontal_Inf_Orb_L,Temporal_Pole_Sup_R,0.2827,0.2754
Frontal_Sup_R,ParaHippocampal_L,0.2821,0.2748
Lingual_L,Pallidum_L,0.2819,0.2747
Pallidum_L,Thalamus_R,0.2819,0.2747
Hippocampus_L,Cerebelum_3_L,0.2817,0.2745
Frontal_Inf_Tri_L,Occipital_Sup_L,0.2815,0.2743
Parietal_Sup_R,Caudate_R,0.281,0.2738
Pallidum_L,Cerebelum_4_5_L,0.2808,0.2737
Fusiform_R,Temporal_Sup_R,0.2806,0.2734
Rolandic_Oper_R,Temporal_Mid_R,0.2806,0.2735
Cingulum_Ant_L,Parietal_Sup_R,0.2802,0.2731
Paracentral_Lobule_L,Heschl_R,0.2798,0.2728
Frontal_Inf_Tri_R,Frontal_Inf_Orb_L,0.2798,0.2727
Occipital_Mid_L,Putamen_R,0.2797,0.2726
